,title,experience,location,skills
0,Required Civil Quantity Surveyor – KSA,10 - 12 Year(s),Riyadh - Saudi Arabia,Should have at least 5-10 years of experience;Must be Computer literate and has a good working knowledge of MS Office and the ability to learn how to...
0,KS 3/4/5 ICT Teacher,5 - 6 Year(s),Eastern Province - Saudi Arabia,5 years prior experience as an ICT Teacher;Experience with IGCSE and A level computer science;Minimum of Bachelor s degree in a related field of study...
0,Technical Sales Engineer (KSA),0 - 2 Year(s),Jeddah - Saudi Arabia,0-2 years of Experience in Construction field;Good English Language;Fair good with (Microsoft office - AutoCAD)
0,Thermal Insulation Products Marketing Manager,12 - 13 Year(s),Riyadh - Saudi Arabia,She/he should lead the marketing team efforts in existing and new product development activities to be on top of the market dynamics and...
0,Project Manager (Low Current / Network),9 - 10 Year(s),Riyadh - Saudi Arabia,A projects manager is required for one of our clients in Saudi Arabia;Experience in managing projects;Bachelor s degree in...
0,Senior Chef de Partie,1 - 2 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Chef de Partie,1 - 2 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Captain Waiter/Waitress,1 - 2 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Audio Visual Technician,1 - 2 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Lobby Bar Supervisor,1 - 2 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Event Executive,2 - 3 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Commis 1,1 - 3 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Catering and Events Manager,2 - 3 Year(s),Jeddah - Saudi Arabia,High school diploma or GED; 2 years experience in the event management or related professional area;2-year degree from an accredited university in Hotel...
0,Executive Sous Chef,4 - 5 Year(s),Jeddah - Saudi Arabia,"2-year degree from an accredited university in Culinary Arts, Hotel and Restaurant Management, or related major; 4 years experience in the culinary,..."
0,Room Service Supervisor,1 - 2 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Executive Sous Chef,4 - 5 Year(s),Jeddah - Saudi Arabia,"2-year degree from an accredited university in Culinary Arts, Hotel and Restaurant Management, or related major; 4 years experience in the culinary,..."
0,Junior Sous Chef,2 - 3 Year(s),Jeddah - Saudi Arabia,Leads shifts while personally preparing food items and executing requests based on required specifications;Assists in determining how food should be...
0,Barman,1 - 2 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of..."
0,Front Office Manager (Saudi National Only),2 - 3 Year(s),Riyadh - Saudi Arabia,"Good problem solving, administrative and interpersonal skills are a must;Minimum 2 years work experience as Assistant Director of Rooms or Front Office..."
0,Dir-Engineering-A,4 - 5 Year(s),Jeddah - Saudi Arabia,High school diploma or GED; 6 years experience in the engineering and maintenance or related professional area; technical training in...
0,English Language Instructor,3 - 4 Year(s),saudi arabia - Saudi Arabia,For maintaining student class records and fulfilling administrative duties within their instructor position as required or requested;Minimum of 3 years...
0,Field Service Technician - KSA,2 - 3 Year(s),saudi arabia - Saudi Arabia,Good knowledge in lubricating oil system;Good knowledge of Pumps Rotor/cartridge removal and reinstallation;Good knowledge with Mechanical seals; Seal...
0,Marketing Executive,2 - 4 Year(s),Jeddah - Saudi Arabia,"Proven digital marketing / marketing experience (2 years of experience in digital and/or offline marketing);Past experience in advertising, digital..."
0,Marketing Specialist,2 - 3 Year(s),Riyadh - Saudi Arabia,Typically requires a four year college degree or equivalent experience and 0-2 years functional experience
0,Lead Risk Engineer,15 - 17 Year(s),saudi arabia - Saudi Arabia,"To be successful in this dynamic opportunity, we envision that you will bring a minimum 15 years of broad-based engineering risk management experience,..."
0,Contracts Manager,15 - 17 Year(s),saudi arabia - Saudi Arabia,"To be successful in this dynamic opportunity, we envision that you will bring a minimum 15 years of broad-based engineering experience, commercial and..."
0,Operations - QMS Specialist,1 - 2 Year(s),Riyadh - Saudi Arabia,Support in upholding ISO 9001
0,Security Architect,3 - 5 Year(s),Riyadh - Saudi Arabia,"Experience in delivering security risk assessments, developing control frameworks & security patterns;Experience in designing architecting..."
0,Integration Architect,10 - 11 Year(s),Riyadh - Saudi Arabia,Defines and decides objectives within specified business concept or project and may have responsibility for tools and assigned resources;Minimum 10...
0,Marketing Coordinator,5 - 10 Year(s),Al Madina Al Munawarah - Saudi Arabia,Marketing Coordinator for Manpower & Industrial Trading Organization.Job Location 
0,Procurement Manager,10 - 15 Year(s),Al Madina Al Munawarah - Saudi Arabia,Should have 10-15 years experience in construction
0,Procurement Engineer,8 - 10 Year(s),saudi arabia - Saudi Arabia,"Should have good command on English, good negotiation skill;Should be BE Mechanical engineer with experience not less than 8 years in procurement &..."
0,Finance Manager,5 - 10 Year(s),Riyadh - Saudi Arabia,Finance Manager to be based in Riyadh with at least 2 years experience working with K-12 Education industry;Requirement 
0,EEG Technician,2 - 5 Year(s),saudi arabia - Saudi Arabia,Good Salary will be Offered;Requirement 
0,Cost Accountant,5 - 10 Year(s),Jeddah - Saudi Arabia,Requirement 
0,Accountant,2 - 4 Year(s),Eastern Province - Saudi Arabia,-2 years Experience in accounts receivables (Mandatory);-Salary
0,Offshore HSE Officer,5 - 10 Year(s),saudi arabia - Saudi Arabia,Applicants should preferably be degree holders in Science or diploma holders in any mechanical engineering aged around 32 years with work experience of...
0,Maintenance and Air Conditioning Technician,1 - 3 Year(s),saudi arabia - Saudi Arabia,"Although it will perform tasks of great variety, it must be capable of assembling, installing, maintaining and repairing refrigeration and air..."
0,Mechanical Fitters - Granite,2 - 5 Year(s),saudi arabia - Saudi Arabia,Good Salary will be Offered;Requirement 
0,Oracle SQL Developer s Saudi,4 - 10 Year(s),Riyadh - Saudi Arabia,Excellent Opportunity for Oracle SQL Developer s SAUDI. Experience
0,Mamography Technician,3 - 6 Year(s),saudi arabia - Saudi Arabia,three (3) years of experience in this specialty;Must be a graduate from an approved Radiology school;Good Salary will be Offered;Requirement 
0,Software Programmer / Software Developer,8 - 12 Year(s),Jeddah - Saudi Arabia,"Computer science Graduate with minimum 8 years experience in software programming / developer / analyst,;Should be expert in Angular 6 / 7 , ( very..."
0,Project Manager - Technology,10 - 12 Year(s),saudi arabia - Saudi Arabia,The successful candidate will also be required to manage the upgrade processes and the day to day live client consultancy requirements;You possess...
0,English Teacher - Saudi Arabia,1 - 3 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,FINANCE DIRECTOR STARTUP,5 - 7 Year(s),Riyadh - Saudi Arabia,"Must have strong financial and accounting skills, strong commercial acumen and excellent financial management control skills;10 + years of Finance..."
0,Science Teacher - Saudi Arabia,2 - 3 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,KS2 Teacher,2 - 3 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,Maths Teacher - Saudi Arabia,2 - 3 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,Sociology Teacher - Saudi Arabia,2 - 3 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,Early Years Teacher - Saudi Arabia,2 - 4 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,ICT Teacher - Saudi Arabia,2 - 3 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,KS1 Teacher - Saudi Arabia,1 - 2 Year(s),saudi arabia - Saudi Arabia,Experience from an international school is an advantage;Experience of using the UK curriculum is essential;British / Irish passport holders only (due to...
0,Regional Marketing Manager,5 - 10 Year(s),Jeddah - Saudi Arabia,Must have at least 4-6 years of experience;Must be Fluent in both written and spoken English & Arabic;Candidates from Marketing in Retail Sector...
0,Marketing Director,2 - 3 Year(s),Riyadh - Saudi Arabia,"Marketing Director, with Saudi or Emirati Experience is needed for a company in Riyadh/ KSA;Must have ERP System experience"
0,Quality Assurance/QC Engr.,5 - 10 Year(s),saudi arabia - Saudi Arabia,5- 10years experience in same business(valve industries) with Gulf Experience;Final Inspection required on all relevant valves;Experience
0,Machinist,5 - 10 Year(s),saudi arabia - Saudi Arabia,Mechanical technology graduate;(Gulf Experience must)
0,Healthcare Project Manager - KSA,5 - 7 Year(s),Riyadh - Saudi Arabia,"Knowledge in joint commission certification is preferred;Experience dealing with change management;Relevant project management experience (5-7 years),..."
0,Sales Manager (Printing & Packaging),10 - 12 Year(s),Eastern Province - Saudi Arabia,Must have proven team leadership record and dealing with multi-cultured environment;Must have proven sales track record;Min 10 years of sales experience...
0,Production Supervisor (Paper Bags / Cup),4 - 6 Year(s),Eastern Province - Saudi Arabia,Minimum 4 years of experience in a similar manufacturing industry;Experience in quality control is a plus;Experience in Logistics / Warehousing and...
0,Assistant Finance & Business Support Manager (Saudi Only),3 - 4 Year(s),Saudi Arabia - Saudi Arabia,"The ideal candidate must have bachelors or masters degree in Accounting, Finance or equivalent and 3 years in accounting or audit with experience in a..."
0,Lobby Lounge Hot Demi Chef de Partie,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"Under the general direction of the Executive Chef or his delegates, The Lobby Lounge Hot Demi Chef de Partie provides kitchen service for guests to..."
0,Chef Baker,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Front Office Manager (Saudi Only),2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Banquet Hot Chef de Partie,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Buyer (Saudi Only),1 - 2 Year(s),Saudi Arabia - Saudi Arabia,The ideal candidate must have minimum institute degree in accounting or equivalent and 1 years in purchasing or an equivalent combination of education...
0,ASSISTANT CHIEF STEWARD,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"Maintaining to high quality hygienic cleaning standards to kitchen, food & beverage for his guests in order to contribute an overall professional..."
0,Indian Chef de Partie,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Teach in Riyadh - Jeddah- Hail - Saudi Arabia,1 - 2 Year(s),Saudi Arabia - Saudi Arabia,- Opportunities to travel to other WSE centers across the Kingdom to exchange experience and to attend training (Expenses are covered);- Adaptability...
0,Front Desk Agent (Saudi Only),2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Banquet Sous Chef,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Kitchen Steward,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Stewarding Supervisor,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Assistant Director Of Sales & Marketing (Saudi Only),2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,Cold Kitchen Chef De Partie,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"Under the general direction of the Executive Chef or his delegates, The banquet cold kitchen Chef Parties provides kitchen service for guests to..."
0,Sushi Chef de Partie,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"As a team, we work better"
0,General Doctor,5 - 10 Year(s),saudi arabia - Saudi Arabia,"We need professional doctors, to work in a big Hospital.• Master degree.• Any gender, Males preferably.• Age from 30- 45.job requirements5 to 10..."
0,Thermal Insulation Products Sales Manager,12 - 13 Year(s),Riyadh - Saudi Arabia,"Preferably experience with Extruded Polystyrene (XPS), Expanded Polystyrene (EPS), and Polyurethane (PUR) and other related thermal insulation products..."
0,Thermal Insulation Products Sales Engineer,5 - 7 Year(s),Riyadh - Saudi Arabia,Developing relationships with new customers & retain old by good interpersonal & technical skills in industrial thermal insulation...
0,Pediatric,5 - 10 Year(s),saudi arabia - Saudi Arabia,"We need professional doctors.• Master degree.• Any gender, Males preferably.• Age from 30- 45• To work in Hospital.job requirements5 to 10 yearsNot..."
0,Gynecologist,5 - 10 Year(s),saudi arabia - Saudi Arabia,"We need professional doctors, to work in a big Hospital.• Master degree.• Females only.• Age from 30- 45.job requirements5 to 10 yearsNot Specified at..."
0,IBM DataPower Specialist,3 - 4 Year(s),Riyadh - Saudi Arabia,"Experience with integrating complex systems using web services standards such as REST, WSDL, SOAP, etc;2 to 3 IT experience with developing integration..."
0,IBM Integration Bus Specialist,2 - 3 Year(s),Riyadh - Saudi Arabia,"Experience with integrating complex systems using web services standards such as REST, WSDL, SOAP, etc;Minimum of 2 years IT experience in developing..."
0,Category Manager,4 - 8 Year(s),Saudi Arabia - Saudi Arabia,Minimum 4 Years of experience in Trade Marketing (FMCG);Requirement 
0,Medical Representative,2 - 5 Year(s),Riyadh - Saudi Arabia,"Required a full time job as a product specialist for a well-known skincare company;Experience in pharmacies, hospital, clinics and skincare (within KSA..."
0,Assistant Staff Veterinarian,2 - 4 Year(s),Saudi Arabia - Saudi Arabia,Holding a Veterinary or related degree with 2 years post graduate experience of working with large dairy herds;Must have worked as a veterinarian with...
0,CAPTAINS,2 - 3 Year(s),sa - Saudi Arabia,Total of 6000 hours of which a minimum of 4500 hours must have been on medium to heavy turbo jet aircraft;OR Total of 5000 hours of which a minimum of...
0,Aircraft Power Plant Repairer (AH-64 UH-60 OH-58),2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"Must be a graduate of the US Army Aircraft Powerplant Repairer Course (68B or 15B), or other military or civilian aircraft maintenance course with..."
0,Restaurant Manager,4 - 5 Year(s),Jeddah - Saudi Arabia,"Acts as the guest service role model for the restaurants, sets a good example of excellent customer service and creates a positive atmosphere for guest..."
0,Food & Beverage - Waiter / Waitress,2 - 3 Year(s),Eastern Province - Saudi Arabia,"As a Waiter you are responsible to provide professional service to our guests, ensuring their restaurant visit will become a memorable dining experience..."
0,QA/QC MANAGER,10 - 11 Year(s),Riyadh - Saudi Arabia,"A graduate of a four year accredited college or;A minimum of 10 years of experience in preparing and;Experience with development of SOP, NCR, CAPA,;from..."
0,Server (Shisha),2 - 3 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Waiter / Waitress,2 - 3 Year(s),Jeddah - Saudi Arabia,"Prior to employment, we ll ask you to complete safety training and certification;Our hotels offer a work experience unlike any other, where you ll be..."
0,Sales Executive,2 - 3 Year(s),Riyadh - Saudi Arabia,2 3 years of Selling experience in Queuing system and IT sales solutions (software & hardware);2-3 years of experience in Queue Management...
0,Host/Hostess,2 - 3 Year(s),Jeddah - Saudi Arabia,"Our hotels offer a work experience unlike any other, where you ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers"
0,Knowledge Analyst,1 - 3 Year(s),Riyadh - Saudi Arabia,1-3 years of experience in macroeconomic analysis / market research and analysis / real estate development / real estate operations / city...
0,Medical Representative,3 - 4 Year(s),Saudi Arabia - Saudi Arabia,All employment businesses/agencies are required to contact GSKs commercial and general procurement/human resources department to obtain prior written...
0,Channel Sales Manager,5 - 7 Year(s),saudi arabia - Saudi Arabia,Market Competitor Knowledge is a must;Significant experience in Sales / Business Negotiations;Travel requirement
0,Account Manager Business Imaging / Visual Instruments,2 - 4 Year(s),Riyadh - Saudi Arabia,"Self-motivated with good analytical and problem-solving skills, both at tactical and strategic account level;Reporting into the Business Sales Manager,..."
0,Marine Port Captain (SAUDI PREFERRED),4 - 5 Year(s),saudi arabia - Saudi Arabia,New Port Captain will be given a minimum 30-day probationary period;Shall have at least four (4) years experience as Master on the type of vessel they...
0,Marine Port Engineer (SAUDI ONLY),4 - 5 Year(s),saudi arabia - Saudi Arabia,New Port Engineer will be given a minimum 30-day probationary period;Shall have at least four (4) years experience as Chief Engineer on the type of...
0,Operations - Workforce Management Specialist,2 - 4 Year(s),Riyadh - Saudi Arabia,Monitor the team and agent performance for inbound and outbound system maintaining maximum productivity;Responsible for calling data strategy including...
0,Facilities Management Director,4 - 6 Year(s),Riyadh - Saudi Arabia,"The primary role of facilities Management Directors is to oversee the maintenance of buildings and grounds. It is about managing building repairs,..."
0,Process Designer Engineer,16 - 20 Year(s),Saudi Arabia - Saudi Arabia,"Estimating the required process engineering man-hours for a project;10As required, participate in evaluating clients plant performance and make..."
0,Engineer Production,5 - 7 Year(s),Saudi Arabia - Saudi Arabia,5-7 years of experience in the Chemical or Petro-Chemical industry;Minimum of 2 years of experience to be at similar level;Bachelor s degree in Chemical...
0,Supervisor Day,8 - 10 Year(s),Saudi Arabia - Saudi Arabia,Degree in relevant field or equivalent training and experience with sound knowledge of chemical processes and operations;8 to 10 years operational and...
0,Superintendent Mechanical,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,"5 Years of leadership experience in a large scale process industry and production environment;10 - 15 years hands-on experience in the Chemical,..."
0,Superintendent Production,12 - 15 Year(s),Saudi Arabia - Saudi Arabia,"Experience in Ammonia, Sulfuric Acid, Phosphoric Acid and Phosphate fertilizer manufacture"
0,Shift Supervisor,8 - 10 Year(s),Saudi Arabia - Saudi Arabia,8 to 10 years operational and supervisory experience in a fertilizer or chemical industry;Minimum diploma in Engineering or equivalent training and...
0,Sales Associate,1 - 2 Year(s),Jeddah - Saudi Arabia,"Conduct and lead corporate customer training workshops, capture feedback and develop action plans to improve customer experience;Client relationship..."
0,L& D HEADNURSE,4 - 6 Year(s),Saudi Arabia - Saudi Arabia,
0,Sales Officer – Field Sales,2 - 3 Year(s),saudi arabia - Saudi Arabia,"University degree, preferably in engineering, marketing, economics or related discipline, or good technical understanding;Experience of working in a..."
0,COMMISSIONING MACHINERY SUPERVISOR,5 - 6 Year(s),Saudi Arabia - Saudi Arabia,"Minimum 5 years of experience in a similar role, in Oil & gas and Steel Sector (commissioning phases);;Extensive knowledge and experience working on..."
0,SENIOR MECHANICAL ENGINEER,10 - 11 Year(s),Riyadh - Saudi Arabia,10+ years experience;Industrial plant maintenance experience preferred
0,ESTIMATOR / SCHEDULER,2 - 3 Year(s),Riyadh - Saudi Arabia,"Must be able to prepares schedule performance measurements reports, forecasts and studies;Good knowledge of petrochemical industry project..."
0,Customer Success Manager,3 - 5 Year(s),Riyadh - Saudi Arabia,Hands-on 3-5 years experience as Customer Success Manager in B2B;Solid experience in B2B tech industries;Experience in the SaaS industry and in B2B...
0,Showroom Salesman,3 - 4 Year(s),Eastern Province - Saudi Arabia,Candidates should have at least 3-4 years showroom sales experience;Nationality- Indian (Keralite preferred)
0,Welding Engineer,5 - 10 Year(s),Eastern Province - Saudi Arabia,Job Location 
0,Civil Engineers,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Minimum 5 years experience with 5 Star Hotels;Good Salary will Be Offered;Requirement 
0,Assistant Mechanic (Workshop),2 - 3 Year(s),Eastern Province - Saudi Arabia,Assistant Mechanic (Workshop)Job Location 
0,Assistant Manager,5 - 10 Year(s),Riyadh - Saudi Arabia,Have experience in the field of pest control and with good managerial skills especially in handling people;Requirement 
0,Fabricator Welder,3 - 5 Year(s),Riyadh - Saudi Arabia,Must have 3 years experience as Fabricator Welder;Must be available immediately;Should be from Pakistan
0,Nurse,3 - 5 Year(s),Eastern Province - Saudi Arabia,Have 3 years experience as Nurse;Good salary and benefits will be offered
0,Electrical Technicians,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Should have shutdown experience;Good Salary will be Offered;Requirement 
0,Civil QC,10 - 15 Year(s),Eastern Province - Saudi Arabia,Minimum 10 years of experience as Civil QC;Saudi Driving License
0,Architecture Dept Head,12 - 15 Year(s),Riyadh - Saudi Arabia,12-15 years of related experience with project management
0,Welding QC Supervisor,7 - 15 Year(s),Eastern Province - Saudi Arabia,Job Location 
0,Restaurant Manager,5 - 10 Year(s),Eastern Province - Saudi Arabia,Good experience for managing restaurant and developing the business
0,Mechanical Technician,4 - 5 Year(s),Riyadh - Saudi Arabia,Should have 4 years experience as Mechanical Technician
0,Sales Executive,3 - 5 Year(s),Eastern Province - Saudi Arabia,Must have transferable iqama and valid Saudi driving license with own transportation;KSA experience
0,HVAC Technician,6 - 10 Year(s),Jeddah - Saudi Arabia,6 years experience minimum;Very good acknowledge of planning and undertaking scheduled maintenance of Chillers and AHUs;Very good experience in the...
0,Business Development Manager,5 - 10 Year(s),Eastern Province - Saudi Arabia,"To excel in this role, you should be an active listener, have a compelling sales personality, and a hunger to chase and close new business from cold..."
0,Boiler Assistant Technicians,3 - 5 Year(s),Saudi Arabia - Saudi Arabia,Diploma with 3 years experience;Good Salary will be Offered;Requirement 
0,Industrial Control Technician,4 - 5 Year(s),Jeddah - Saudi Arabia,"Should have 4 years experience as Industrial Control Technician;Very good acknowledge of VFDs , Servo Systems;Very good acknowledge of PLC Systems (..."
0,Mechanical Technicians,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Should have shutdown experience;Good Salary will be Offered;Requirement 
0,Coating Inspector,5 - 15 Year(s),Saudi Arabia - Saudi Arabia,Job Location 
0,Accountant,3 - 5 Year(s),Eastern Province - Saudi Arabia,3 years Experience in accounting field;Transferable Iqama preferred
0,Foreman,4 - 5 Year(s),Eastern Province - Saudi Arabia,4 years experience in related field;Candidate must have transferable iqama
0,AV Specialist,2 Year(s),Eastern Province - Saudi Arabia,AV SpecialistAbout Company 
0,Mouth Care Technician,2 - 4 Year(s),Saudi Arabia - Saudi Arabia,Diploma in same field after High School/50 hours Training from accredited centre by MOH 2 Yrs Experience gulf return;Good Salary will be...
0,Bulldozer Operators,3 - 5 Year(s),Saudi Arabia - Saudi Arabia,Good Salary will Be Offered;Requirement 
0,Fitters,3 - 5 Year(s),Saudi Arabia - Saudi Arabia,Good Salary will Be Offered;Requirement 
0,Diesel Mechanic,5 - 7 Year(s),Eastern Province - Saudi Arabia,Diesel Mechanic for long term maintenance projectJob Location 
0,Electrical Quality Control,5 - 6 Year(s),Jeddah - Saudi Arabia,Electrical Quality ControlJob Location 
0,Car Electrician,5 - 10 Year(s),Eastern Province - Saudi Arabia,Have Minimum 03 Years Experience as Car Electrician;Must be in Saudi Arabia
0,Planning Engineer - Mechanical,5 - 9 Year(s),Saudi Arabia - Saudi Arabia,Planning Engineer - MechanicalAbout Company 
0,Night Manager,2 - 4 Year(s),Jeddah - Saudi Arabia,"2-year degree from an accredited university in Hotel and Restaurant Management, Hospitality, Business Administration, or related major; 2 years..."
0,Health Club Manager,1 - 2 Year(s),Jeddah - Saudi Arabia,High school diploma or GED; 3 years experience in the recreation/health club operations or related professional area;2-year degree from an accredited...
0,Health Club Supervisor,1 - 2 Year(s),Jeddah - Saudi Arabia,"Create recreational activity agendas and advertisements using publishing software. Conduct inventory of supplies, materials, and equipment and inform..."
0,Business Development Manager Electronic Medical Record (EMR),5 - 6 Year(s),Saudi Arabia - Saudi Arabia,"In-depth knowledge and/or experience with Hospital IT, clinical department operations, local health system & local hospital information..."
0,Oracle Programmer Developer Lead,5 - 6 Year(s),Saudi Arabia - Saudi Arabia,Problem-solving skills with the ability to apply good judgment identifying risks and recommending solutions;A Bachelor s degree in Management...
0,Branch Manager (Retail Store),2 - 3 Year(s),Saudi Arabia - Saudi Arabia,Good command of English and computer skills;Good communication skills to ensure 100% customer satisfaction;Experience in stores management is a...
0,Windows & ESXi,3 - 4 Year(s),Riyadh - Saudi Arabia,Roles & Responsibilities
0,SQL Developer,3 - 4 Year(s),Riyadh - Saudi Arabia,"• ETL (SSIS), DWH (SQL Server), Semantic layer (SSAS)• Establish a data strategy and 2-3 year roadmap for Client with prioritized and tangible..."
0,VDI Support,6 - 7 Year(s),Riyadh - Saudi Arabia,solution VMware (vSphere + VDI View / Horizon) with minimum 6 years of experience;Hands on experience supporting and maintaining Windows 7/10 operating...
0,TEACHING & LEARNING COACH - ELECTRICAL - (MALE ONLY) MADINAH (5962),5 - 6 Year(s),Al Madina Al Munawarah - Saudi Arabia,"Planning and delivery of on-going, job embedded continuing professional development of the colleges Teaching staff, where teaching staff support each..."
0,TEACHING & LEARNING COACH - ADMINISTRATION (MALE ONLY) MADINAH (5963),10 - 11 Year(s),Al Madina Al Munawarah - Saudi Arabia,"Planning and delivery of on-going, job embedded continuing professional development of the colleges Teaching staff, where teaching staff support each..."
0,LEADERSHIP COACH - MADINAH ( MALE ONLY) (5965),1 - 2 Year(s),Al Madina Al Munawarah - Saudi Arabia,Identify staff members who are not progressing or not showing willingness to change;Evaluates the implementation and impact of professional development...
0,TEACHING & LEARNING COACH ENGLISH ( MALE ONLY ) MADINAH (5964),5 - 6 Year(s),Al Madina Al Munawarah - Saudi Arabia,"- Planning and delivery of on-going, job embedded continuing professional development of the colleges Teaching staff, where teaching staff support each..."
0,Account Manager,5 - 6 Year(s),Jeddah - Saudi Arabia,"5 years of experience in client facing, business development, account management, project management or relevant sales role;Ability to build strong..."
0,Sales & Marketing Manager (KSA),5 - 6 Year(s),Saudi Arabia - Saudi Arabia,Assist the team members by accompanying for their meetings and helping them to achieve their targets; when required by the management;Over 5 years of...
0,EMPLOYABILITY MANAGER COACH - MADINAH (MALE ONLY) (5141),5 - 6 Year(s),Al Madina Al Munawarah - Saudi Arabia,"At least 5 years relevant experience in developed country (essential);With the quality coach, will keep under review key indicators of the trainee..."
0,ACCOUNT MANAGER - CONSUMER,1 - 2 Year(s),Riyadh - Saudi Arabia,Previous experience in a consumer account manager role within distribution businesses and/or with the key retailers;Ensure that CRM data is received...
0,Medical Representative,1 - 2 Year(s),Saudi Arabia - Saudi Arabia,"Carry out sales calls, targeting high sales areas for maximum efficiency;Selling experience as a medical representative in the Pharmaceutical industry..."
0,Internal Audit Section Head,5 - 9 Year(s),Jeddah - Saudi Arabia,"This responsibility includes developing internal audit scope, performing internal audit procedures, and preparing internal audit reports reflecting the..."
0,Executive Assistant,5 - 6 Year(s),Riyadh - Saudi Arabia,5 years of experience in a related field;Bachelor s Degree
0,Security & loss Prevention Associate,1 - 2 Year(s),Riyadh - Saudi Arabia,"1+ years experience in security service, asset protection, audit, risk management, inventory control, quality assurance, or other related..."
0,TEACHING & LEARNING COACH - MATHEMATICS (MALE ONLY) (4709),1 - 2 Year(s),Saudi Arabia - Saudi Arabia,Job purposeTeaching and Learning Coaches will be responsible for supporting teaching staff individually and in teams to improve and to achieve...
0,Consultant - Palliative Care,3 - 4 Year(s),Jeddah - Saudi Arabia,"Complies and adheres to the Medical Staff Bylaws, Code of Medical Ethics, Rules and Regulations of the Medical Staff, departmental and clinical..."
0,Consultant - Radiation Oncology,5 - 6 Year(s),Jeddah - Saudi Arabia,Post-qualification board certification with one of the following
0,MARKETING SPECIALIST -,3 - 4 Year(s),Eastern Province - Saudi Arabia,Minimum of 3-4 years of experience;Graphic design skills are preferred;Your experience and Skills
0,Senior Cardiovascular Technician - Cardiac Cath Lab,12 - 13 Year(s),Eastern Province - Saudi Arabia,"In general, all work is performed during normal working hours but will be on call and may be required to work shifts;Five years minimum work experience..."
